"rep","memory","budget","ratio","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev","final_ts"
15,1,1000,0.6,0,0,1,-0.995,0.995,40000,0,0,10529,10
16,1,1000,0.6,0,0,1,-0.877,0.877,38771.25,0.0310440952863659,0,9761,11
17,1,1000,0.6,0,0,1,-0.91,0.91,39922.25,0.0045,0,8244,9
18,1,1000,0.6,0,0,1,-0.9795,0.9795,40000,0,0,7234,5
19,1,1000,0.6,0,0,1,-0.9945,0.9945,39970,0.0025,0,8832,8
20,1,1000,0.6,0,0,1,-0.9665,0.9665,39952,0.0035,0,9090,9
21,1,1000,0.6,0,0,1,-0.919,0.919,39767.25,0.0092685370741483,0,6603,5
22,1,1000,0.6,0,0,1,-0.9795,0.9795,40000,0,0,7328,5
23,1,1000,0.6,0,0,1,-0.9865,0.9865,40000,0,0,8001,6
24,1,1000,0.6,0,0,1,-0.931,0.931,39624.25,0.0117853560682046,0,7538,7
25,1,1000,0.6,0,0,1,-0.988,0.988,40000,0,0,7417,5
26,1,1000,0.6,0,0,1,-0.9735,0.9735,39880.5,0.00600300150075038,0,8577,8
27,1,1000,0.6,0,0,1,-0.9735,0.9735,40000,0,0,7127,5
28,1,1000,0.6,0,0,1,-0.98,0.98,39964,0.0025,0,8301,7
29,1,1000,0.6,0,0,1,-0.91,0.91,39679,0.0175526579739218,0,6458,5
30,1,1000,0.6,0,0,1,-0.992,0.992,40000,0,0,7475,5
31,1,1000,0.6,0,0,1,-0.836,0.836,39205.625,0.0325100806451613,0,6373,5
32,1,1000,0.6,0,0,1,-0.854,0.854,39322,0.0204236006051437,0,7600,8
33,1,1000,0.6,0,0,1,-0.9275,0.9275,40000,0,0,7139,6
34,1,1000,0.6,0,0,1,-0.935,0.935,40000,0,0,7464,7
35,1,1000,0.6,0,0,1,-0.9825,0.9825,39958,0.003,0,8547,9
36,1,1000,0.6,0,0,1,-0.9685,0.9685,40000,0,0,7062,5
37,1,1000,0.6,0,0,1,-0.963,0.963,39743,0.0137637637637638,0,8589,8
38,1,1000,0.6,0,0,1,-0.9335,0.9335,39832.5,0.0110055027513757,0,6677,5
39,1,1000,0.6,0,0,1,-0.9035,0.9035,39928,0.00450225112556278,0,7287,8
40,1,1000,0.6,0,0,1,-0.8445,0.8445,39121.625,0.0339068825910931,0,7233,8
41,1,1000,0.6,0,0,1,-0.981,0.981,39910,0.00550275137568784,0,9291,10
42,1,1000,0.6,0,0,1,-0.991,0.991,40000,0,0,7426,5
43,1,1000,0.6,0,0,1,-0.974,0.974,40000,0,0,7114,5
44,1,1000,0.6,0,0,1,-0.995,0.995,40000,0,0,10810,18
45,1,1000,0.6,0,0,1,-0.899,0.899,39069.75,0.0270475227502528,0,7008,6
46,1,1000,0.6,0,0,1,-0.975,0.975,39964,0.0025,0,11320,12
47,1,1000,0.6,0,0,1,-0.911,0.911,39683.5,0.0130456598093327,0,6371,5
48,1,1000,0.6,0,0,1,-0.923,0.923,40000,0,0,7720,10
49,1,1000,0.6,0,0,1,-0.923,0.923,39988,0.002,0,8780,13
50,1,1000,0.6,0,0,1,-0.975,0.975,40000,0,0,7182,5
51,1,1000,0.6,0,0,1,-0.9495,0.9495,39988,0.002,0,6932,5
52,1,1000,0.6,0,0,1,-0.9365,0.9365,39904.25,0.00650325162581291,0,6764,5
53,1,1000,0.6,0,0,1,-0.9115,0.9115,39958,0.0035,0,7659,9
54,1,1000,0.6,0,0,1,-0.9315,0.9315,40000,0,0,7439,7
55,1,1000,0.6,0,0,1,-0.945,0.945,40000,0,0,7438,7
56,1,1000,0.6,0,0,1,-0.9845,0.9845,39928.25,0.0065,0,9965,11
57,1,1000,0.6,0,0,1,-0.973,0.973,40000,0,0,7090,5
58,1,1000,0.6,0,0,1,-0.9115,0.9115,39970,0.0025,0,8561,11
59,1,1000,0.6,0,0,1,-0.919,0.919,39982,0.002,0,8482,11
60,1,1000,0.6,0,0,1,-0.907,0.907,39928,0.0055,0,10550,14
61,1,1000,0.6,0,0,1,-0.991,0.991,40000,0,0,9180,8
62,1,1000,0.6,0,0,1,-0.9235,0.9235,40000,0,0,7381,7
63,1,1000,0.6,0,0,1,-0.9945,0.9945,40000,0,0,12314,14
64,1,1000,0.6,0,0,1,-0.937,0.937,39982,0.0015,0,6744,5
65,1,1000,0.6,0,0,1,-0.8935,0.8935,39838.25,0.00900450225112556,0,12617,18
66,1,1000,0.6,0,0,1,-0.929,0.929,39582,0.0148166750376695,0,10401,12
67,1,1000,0.6,0,0,1,-0.962,0.962,39743.5,0.0162662662662663,0,12102,19
68,1,1000,0.6,0,0,1,-0.909,0.909,39209.5,0.0245321193727871,0,7778,7
69,1,1000,0.6,0,0,1,-0.916,0.916,39820.25,0.00900900900900901,0,6562,5
70,1,1000,0.6,0,0,1,-0.951,0.951,40000,0,0,7243,6
71,1,1000,0.6,0,0,1,-0.8775,0.8775,39140.375,0.0200101317122594,0,6149,5
72,1,1000,0.6,0,0,1,-0.9515,0.9515,39802.25,0.00850850850850851,0,9472,9
73,1,1000,0.6,0,0,1,-0.932,0.932,39988,0.0015,0,7387,7
74,1,1000,0.6,0,0,1,-0.863,0.863,39511.75,0.014070351758794,0,8739,12
75,1,1000,0.6,0,0,1,-0.983,0.983,40000,0,0,8950,8
76,1,1000,0.6,0,0,1,-0.949,0.949,39791,0.011255627813907,0,7537,6
77,1,1000,0.6,0,0,1,-0.913,0.913,39958,0.0045,0,6965,6
78,1,1000,0.6,0,0,1,-0.9515,0.9515,39970,0.002,0,6874,5
79,1,1000,0.6,0,0,1,-0.9,0.9,39892.25,0.00750375187593797,0,7009,6
80,1,1000,0.6,0,0,1,-0.9885,0.9885,40000,0,0,11430,10
81,1,1000,0.6,0,0,1,-0.938,0.938,39683.25,0.018018018018018,0,7387,6
82,1,1000,0.6,0,0,1,-0.991,0.991,40000,0,0,8787,9
83,1,1000,0.6,0,0,1,-0.9725,0.9725,39886.5,0.0065,0,9953,10
84,1,1000,0.6,0,0,1,-0.8935,0.8935,39664.5,0.0135678391959799,0,6705,7
85,1,1000,0.6,0,0,1,-0.902,0.902,39826.25,0.0105052526263132,0,9613,12
86,1,1000,0.6,0,0,1,-0.9945,0.9945,40000,0,0,7460,5
87,1,1000,0.6,0,0,1,-0.9945,0.9945,40000,0,0,9448,8
88,1,1000,0.6,0,0,1,-0.9915,0.9915,40000,0,0,7971,6
89,1,1000,0.6,0,0,1,-0.916,0.916,39982,0.002,0,10172,14
90,1,1000,0.6,0,0,1,-0.982,0.982,40000,0,0,9970,9
91,1,1000,0.6,0,0,1,-0.882,0.882,39232.25,0.0234493192133132,0,6234,5
92,1,1000,0.6,0,0,1,-0.977,0.977,39982,0.0015,0,7796,6
93,1,1000,0.6,0,0,1,-0.935,0.935,39427.5,0.0220994475138122,0,9778,13
94,1,1000,0.6,0,0,1,-0.9915,0.9915,40000,0,0,7402,5
95,1,1000,0.6,0,0,1,-0.8685,0.8685,39277.5,0.0151745068285281,0,6419,6
96,1,1000,0.6,0,0,1,-0.9845,0.9845,40000,0,0,7357,5
97,1,1000,0.6,0,0,1,-0.959,0.959,39738.25,0.0160240360540811,0,8137,7
98,1,1000,0.6,0,0,1,-0.9855,0.9855,40000,0,0,7309,5
99,1,1000,0.6,0,0,1,-0.9315,0.9315,39958,0.003,0,6729,5
100,1,1000,0.6,0,0,1,-0.9145,0.9145,39964,0.0035,0,7866,9
1,1,1000,0.7,0,0,1,-0.987,0.987,39994,0.001,0,11027,10
2,1,1000,0.7,0,0,1,-0.899,0.899,39116.125,0.0260364004044489,0,8500,7
3,1,1000,0.7,0,0,1,-0.9765,0.9765,40000,0,0,12389,12
4,1,1000,0.7,0,0,1,-0.9735,0.9735,39886.25,0.00650325162581291,0,10655,12
5,1,1000,0.7,0,0,1,-0.984,0.984,40000,0,0,8081,6
6,1,1000,0.7,0,0,1,-0.991,0.991,39976,0.0025,0,8286,6
7,1,1000,0.7,0,0,1,-0.8655,0.8655,39308.5,0.0212014134275618,0,6770,6
8,1,1000,0.7,0,0,1,-0.9915,0.9915,40000,0,0,11887,12
9,1,1000,0.7,0,0,1,-0.9145,0.9145,39880.5,0.00700350175087544,0,7496,7
10,1,1000,0.7,0,0,1,-0.9935,0.9935,39976,0.0025,0,9583,10
11,1,1000,0.7,0,0,1,-0.9105,0.9105,39761,0.0107715430861723,0,6642,5
12,1,1000,0.7,0,0,1,-0.926,0.926,39297.75,0.020418452230905,0,13545,17
13,1,1000,0.7,0,0,1,-0.995,0.995,39982,0.002,0,9783,11
14,1,1000,0.7,0,0,1,-0.9085,0.9085,39199.5,0.0294413688978359,0,8275,7
15,1,1000,0.7,0,0,1,-0.895,0.895,39696,0.012531328320802,0,6935,6
16,1,1000,0.7,0,0,1,-0.9565,0.9565,39850.75,0.00800800800800801,0,8363,7
17,1,1000,0.7,0,0,1,-0.8955,0.8955,39767,0.00777331995987964,0,6806,5
18,1,1000,0.7,0,0,1,-0.973,0.973,39922,0.005,0,8054,6
19,1,1000,0.7,0,0,1,-0.993,0.993,40000,0,0,10761,9
20,1,1000,0.7,0,0,1,-0.972,0.972,39928,0.006,0,11030,12
21,1,1000,0.7,0,0,1,-0.9,0.9,39607,0.0130587644399799,0,6608,5
22,1,1000,0.7,0,0,1,-0.993,0.993,40000,0,0,10134,8
23,1,1000,0.7,0,0,1,-0.9785,0.9785,39988,0.001,0,11730,12
24,1,1000,0.7,0,0,1,-0.92,0.92,39814.25,0.0100150225338007,0,6754,5
25,1,1000,0.7,0,0,1,-0.913,0.913,39766,0.00851703406813627,0,6678,5
26,1,1000,0.7,0,0,1,-0.9585,0.9585,39624.25,0.0118001506402209,0,8487,8
27,1,1000,0.7,0,0,1,-0.9745,0.9745,40000,0,0,7208,5
28,1,1000,0.7,0,0,1,-0.866,0.866,39260.25,0.0251509054325956,0,9681,13
29,1,1000,0.7,0,0,1,-0.884,0.884,39647.25,0.0135270541082164,0,7015,7
30,1,1000,0.7,0,0,1,-0.9215,0.9215,39761.25,0.0102653980971457,0,6738,5
31,1,1000,0.7,0,0,1,-0.962,0.962,39581.75,0.0163275558904798,0,11808,13
32,1,1000,0.7,0,0,1,-0.991,0.991,40000,0,0,9727,9
33,1,1000,0.7,0,0,1,-0.994,0.994,39988,0.0055,0,12489,13
34,1,1000,0.7,0,0,0,-0.8185,0.8185,36062.25,0.0712082606946493,0,11519,20
35,1,1000,0.7,0,0,1,-0.862,0.862,39146,0.021700731768862,0,6785,6
36,1,1000,0.7,0,0,1,-0.9935,0.9935,39982,0.0035,0,8788,7
37,1,1000,0.7,0,0,1,-0.9835,0.9835,39982,0.002,0,10428,10
38,1,1000,0.7,0,0,1,-0.955,0.955,39713,0.013770655983976,0,9332,10
39,1,1000,0.7,0,0,1,-0.979,0.979,39970,0.0025,0,11543,10
40,1,1000,0.7,0,0,1,-0.993,0.993,39988,0.0015,0,11795,14
41,1,1000,0.7,0,0,1,-0.896,0.896,39718.5,0.0110165247871808,0,6991,7
42,1,1000,0.7,0,0,1,-0.984,0.984,39982,0.002,0,11049,12
43,1,1000,0.7,0,0,1,-0.9635,0.9635,39766.5,0.00901803607214429,0,7939,6
44,1,1000,0.7,0,0,1,-0.8375,0.8375,38737.625,0.0358137180460643,0,6679,6
45,1,1000,0.7,0,0,0,-0.1805,0.1805,37200.84375,0.0680635085892764,0,10991,20
46,1,1000,0.7,0,0,0,-0.5385,0.5385,34877.8125,0.0608380899345677,0,12338,20
47,1,1000,0.7,0,0,1,-0.8805,0.8805,39511.25,0.0190858864892014,0,6961,7
48,1,1000,0.7,0,0,0,-0.497,0.497,36409.0625,0.0712674187126742,0,12414,20
49,1,1000,0.7,0,0,1,-0.924,0.924,39252,0.0303867403314917,0,7482,6
50,1,1000,0.7,0,0,1,-0.966,0.966,39814.75,0.00951427140711067,0,8494,7
51,1,1000,0.7,0,0,1,-0.867,0.867,39376.875,0.0214105793450882,0,6905,7
52,1,1000,0.7,0,0,1,-0.9855,0.9855,39994,0.001,0,8231,6
53,1,1000,0.7,0,0,1,-0.8635,0.8635,39315,0.0204339051463169,0,6807,6
54,1,1000,0.7,0,0,0,-0.693,0.693,35402.5625,0.054590570719603,0,11501,20
55,1,1000,0.7,0,0,1,-0.9335,0.9335,39303.5,0.0151745068285281,0,12955,17
56,1,1000,0.7,0,0,1,-0.9775,0.9775,39868.5,0.00825412706353177,0,9080,11
57,1,1000,0.7,0,0,1,-0.9395,0.9395,39458,0.0213246362267938,0,8022,8
58,1,1000,0.7,0,0,1,-0.9725,0.9725,39856,0.00850425212606303,0,8883,9
59,1,1000,0.7,0,0,1,-0.9585,0.9585,39766.5,0.00951903807615231,0,8052,7
60,1,1000,0.7,0,0,1,-0.9615,0.9615,39707,0.0130195292939409,0,9730,10
61,1,1000,0.7,0,0,1,-0.9435,0.9435,39683.75,0.0142857142857143,0,8903,7
62,1,1000,0.7,0,0,1,-0.9135,0.9135,39136.75,0.0250189537528431,0,7770,7
63,1,1000,0.7,0,0,1,-0.9895,0.9895,39982,0.002,0,9633,10
64,1,1000,0.7,0,0,1,-0.908,0.908,39862,0.00650650650650651,0,7265,7
65,1,1000,0.7,0,0,1,-0.939,0.939,39581.75,0.018546365914787,0,10621,11
66,1,1000,0.7,0,0,1,-0.978,0.978,39904,0.00450225112556278,0,13337,17
67,1,1000,0.7,0,0,1,-0.989,0.989,39970,0.003,0,13317,16
68,1,1000,0.7,0,0,1,-0.8735,0.8735,39391.75,0.0236062280261175,0,6829,6
69,1,1000,0.7,0,0,1,-0.9935,0.9935,39988,0.004,0,8349,6
70,1,1000,0.7,0,0,1,-0.878,0.878,39523.25,0.0186023127199598,0,6612,5
71,1,1000,0.7,0,0,0,-0.78,0.78,35837.5,0.0485278080697928,0,11250,20
72,1,1000,0.7,0,0,1,-0.8845,0.8845,39560.75,0.0193273092369478,0,6874,6
73,1,1000,0.7,0,0,1,-0.993,0.993,40000,0,0,8719,7
74,1,1000,0.7,0,0,1,-0.966,0.966,39874,0.00850425212606303,0,9493,11
75,1,1000,0.7,0,0,1,-0.979,0.979,39970.25,0.006,0,9688,8
76,1,1000,0.7,0,0,1,-0.9055,0.9055,39594.625,0.0140491721023583,0,6542,5
77,1,1000,0.7,0,0,1,-0.937,0.937,39369,0.0138678769541099,0,10390,12
78,1,1000,0.7,0,0,1,-0.98,0.98,39964,0.003,0,9484,9
79,1,1000,0.7,0,0,0,-0.5295,0.5295,40000,0,0,11905,20
80,1,1000,0.7,0,0,1,-0.927,0.927,39440.25,0.0138469284994965,0,10713,11
81,1,1000,0.7,0,0,1,-0.8965,0.8965,39129.5,0.0270612038442084,0,9525,10
82,1,1000,0.7,0,0,1,-0.9825,0.9825,39994,0.003,0,14599,17
83,1,1000,0.7,0,0,1,-0.938,0.938,39994,0.001,0,6949,5
84,1,1000,0.7,0,0,1,-0.864,0.864,39195.875,0.0237014624306606,0,6618,6
85,1,1000,0.7,0,0,1,-0.9675,0.9675,39844.5,0.00800800800800801,0,8516,7
86,1,1000,0.7,0,0,1,-0.994,0.994,40000,0,0,11021,12
87,1,1000,0.7,0,0,1,-0.9905,0.9905,39982,0.0015,0,9400,11
88,1,1000,0.7,0,0,1,-0.9915,0.9915,39934,0.0035,0,8807,8
89,1,1000,0.7,0,0,1,-0.9785,0.9785,39928,0.0035,0,8834,9
90,1,1000,0.7,0,0,1,-0.9495,0.9495,39576.25,0.0155544405418966,0,9248,10
91,1,1000,0.7,0,0,1,-0.9535,0.9535,39541,0.01709831531305,0,9089,10
92,1,1000,0.7,0,0,1,-0.9885,0.9885,39976,0.0025,0,9976,12
93,1,1000,0.7,0,0,1,-0.964,0.964,39940,0.004,0,9967,9
94,1,1000,0.7,0,0,1,-0.9375,0.9375,39502.375,0.0185649774209734,0,12611,13
95,1,1000,0.7,0,0,1,-0.888,0.888,39541.25,0.0173236254079839,0,7322,8
96,1,1000,0.7,0,0,1,-0.985,0.985,39988,0.004,0,15939,17
97,1,1000,0.7,0,0,1,-0.9075,0.9075,39766.75,0.013013013013013,0,11061,13
98,1,1000,0.7,0,0,1,-0.9875,0.9875,40000,0,0,11356,11
99,1,1000,0.7,0,0,1,-0.9555,0.9555,39641.75,0.0215646940822467,0,10697,13
100,1,1000,0.7,0,0,1,-0.995,0.995,39988,0.0015,0,11013,11
1,1,1000,0.8,0,0,0,-0.8545,0.8545,37719.3125,0.0397238864287575,0,13766,20
2,1,1000,0.8,0,0,1,-0.994,0.994,40000,0,0,17492,18
3,1,1000,0.8,0,0,1,-0.9285,0.9285,39433.375,0.0248681235870384,0,12709,15
4,1,1000,0.8,0,0,0,-0.7835,0.7835,37390.75,0.0580444098169069,0,12659,20
5,1,1000,0.8,0,0,1,-0.981,0.981,39844.625,0.00750750750750751,0,8670,8
6,1,1000,0.8,0,0,0,-0.2345,0.2345,40000,0,0,11101,20
7,1,1000,0.8,0,0,1,-0.925,0.925,39146.875,0.0252652854977261,0,8151,7
8,1,1000,0.8,0,0,1,-0.9945,0.9945,40000,0,0,10859,9
9,1,1000,0.8,0,0,1,-0.9165,0.9165,39181.75,0.0299748110831234,0,15598,18
10,1,1000,0.8,0,0,1,-0.921,0.921,39134.25,0.0244825845532559,0,11338,13
11,1,1000,0.8,0,0,1,-0.99,0.99,40000,0,0,10366,9
12,1,1000,0.8,0,0,1,-0.978,0.978,39982,0.002,0,11108,11
13,1,1000,0.8,0,0,1,-0.957,0.957,39700.75,0.0137982940291019,0,9945,12
14,1,1000,0.8,0,0,1,-0.9635,0.9635,39724.5,0.013770655983976,0,8466,7
