33	1000	0.1	0.1	0	-1	1	39761.25	0.00776553106212425	0.15	13014922
34	1000	0.1	0.1	1	-0.9745	0.9745	39970	0.0045	0	15863333
35	1000	0.1	0.1	0	-0.4535	0.4535	39007.5	0.0175394001016777	0	8110331
36	1000	0.1	0.1	0	-0.5105	0.5105	37531	0.056758872651357	0.2	9320642
37	1000	0.1	0.1	0	-0.355	0.355	32607.546875	0.0708783883869056	0.1	9322131
38	1000	0.1	0.1	0	0.2015	0.2015	35232.625	0.0731241473396999	0.1	7324157
39	1000	0.1	0.1	0	-0.299	0.299	32969.59375	0.0769988327983659	0.05	8378508
40	1000	0.1	0.1	1	0.00800000000000001	0.00800000000000001	39388.375	0.0184110970996217	0.285714285714286	7673275
41	1000	0.1	0.1	0	0.914	0.914	33929.375	0.0823554361657006	0.2	10218849
42	1000	0.1	0.1	1	-0.056	0.056	39760	0.00952380952380952	0.25	8508126
43	1000	0.1	0.1	0	-0.085	0.085	33912.09375	0.0901333333333333	0.2	7220344
44	1000	0.1	0.1	0	0.2785	0.2785	39922.25	0.004	0.15	10233817
45	1000	0.1	0.1	0	-0.8685	0.8685	37392.4375	0.0535620743844945	0.1	13667387
46	1000	0.1	0.1	0	-0.3945	0.3945	32840.09375	0.108297258297258	0	12847722
47	1000	0.1	0.1	0	-0.2825	0.2825	31801.34375	0.0754842892007321	0.15	8244597
48	1000	0.1	0.1	0	-0.3455	0.3455	35181.5	0.0520804629374483	0.05	7891924
49	1000	0.1	0.1	1	0.00550000000000006	0.00550000000000006	39552.75	0.0138329979879276	0.25	7809965
50	1000	0.1	0.1	1	-0.9445	0.9445	39564	0.0173019057171515	0	21548796
51	1000	0.1	0.1	0	-0.039	0.039	30692.96875	0.109102720880465	0.1	13270202
52	1000	0.1	0.1	1	0.0385	0.0385	38987.875	0.0198120396240792	0.105263157894737	14791372
53	1000	0.1	0.1	0	-0.2105	0.2105	30838.390625	0.0703438508143835	0.15	8945154
54	1000	0.1	0.1	0	0.374	0.374	33653.21875	0.0892628887942054	0.05	8135885
55	1000	0.1	0.1	0	-0.1905	0.1905	39934	0.004	0.1	8344736
56	1000	0.1	0.1	0	-0.966	0.966	38673.375	0.030492472569533	0.1	17111815
57	1000	0.1	0.1	1	-0.0895	0.0895	39611.25	0.0120603015075377	0.133333333333333	10852153
58	1000	0.1	0.1	0	0.2835	0.2835	34765.8125	0.0719749652294854	0	6985056
59	1000	0.1	0.1	0	0.966	0.966	32804	0.0859924483601096	0.15	10547305
60	1000	0.1	0.1	0	0.0195000000000001	0.0195000000000001	35618.3125	0.064093914451491	0.1	8257282
61	1000	0.1	0.1	1	-0.986	0.986	39952	0.0035	0.105263157894737	22178054
62	1000	0.1	0.1	0	-0.0745	0.0745	36093.625	0.060291340706771	0.1	6779162
63	1000	0.1	0.1	1	-0.018	0.018	39553	0.0110719677906392	0.25	7194128
64	1000	0.1	0.1	0	0.759	0.759	34089.9375	0.0893444343384874	0.1	10401616
65	1000	0.1	0.1	0	0.681	0.681	33805.84375	0.0652142754765659	0.2	8594432
66	1000	0.1	0.1	1	-0.00700000000000001	0.00700000000000001	39535.25	0.00931989924433249	0.1875	11081800
67	1000	0.1	0.1	1	-0.0745	0.0745	39898	0.00400200100050025	0.166666666666667	10366896
68	1000	0.1	0.1	0	-0.1845	0.1845	39453.875	0.0322093608454957	0.05	7924849
69	1000	0.1	0.1	0	-0.3175	0.3175	40000	0	0.2	7754351
70	1000	0.1	0.1	1	-0.034	0.034	39725.75	0.00778112449799197	0.25	9506315
71	1000	0.1	0.1	1	-0.0975	0.0975	39988	0.001	0.117647058823529	10448260
72	1000	0.1	0.1	1	-0.95	0.95	39625.5	0.0130522088353414	0	19935854
73	1000	0.1	0.1	0	-0.557	0.557	36866.0625	0.0670859538784067	0.1	10351404
74	1000	0.1	0.1	0	-0.135	0.135	30446.328125	0.0756466374850776	0.15	10375712
75	1000	0.1	0.1	0	0.355	0.355	34763.5	0.0610856587532972	0.1	9157496
76	1000	0.1	0.1	0	0.00600000000000001	0.00600000000000001	34040.1875	0.0580287299103968	0.15	6815730
77	1000	0.1	0.1	0	0.4755	0.4755	32246.09375	0.078408923031467	0.3	9925274
78	1000	0.1	0.1	0	0.143	0.143	33647.71875	0.0729136793805563	0.2	8450132
79	1000	0.1	0.1	0	0.0185	0.0185	35623.8125	0.0632152588555858	0.15	10177990
80	1000	0.1	0.1	1	-0.093	0.093	39684	0.0095333667837431	0.214285714285714	9086868
81	1000	0.1	0.1	0	-0.432	0.432	33382.765625	0.0657856730213749	0.1	6311713
82	1000	0.1	0.1	1	-0.0590000000000001	0.0590000000000001	39588.75	0.0203109327983952	0.25	11013211
83	1000	0.1	0.1	0	-0.324	0.324	35069.46875	0.0830583058305831	0.15	8796821
84	1000	0.1	0.1	0	-0.387	0.387	32883.8125	0.0927224901359053	0.2	5897409
85	1000	0.1	0.1	0	0.696	0.696	32861.65625	0.0978887447759043	0.05	10419360
86	1000	0.1	0.1	1	-0.9945	0.9945	39988	0.0035	0	20825056
87	1000	0.1	0.1	0	-0.9775	0.9775	38953.5	0.0341945288753799	0	23339460
88	1000	0.1	0.1	1	-0.098	0.098	39731	0.00852130325814536	0.176470588235294	12468881
89	1000	0.1	0.1	1	-0.0625	0.0625	39690.25	0.0125439036628199	0.222222222222222	12683395
90	1000	0.1	0.1	1	-0.931	0.931	39311.25	0.0204133064516129	0.0588235294117647	16879871
91	1000	0.1	0.1	1	-0.995	0.995	40000	0	0.0769230769230769	17029873
92	1000	0.1	0.1	0	0.3945	0.3945	33706.875	0.0670254754216003	0.2	7289582
93	1000	0.1	0.1	0	-0.2075	0.2075	39958	0.004	0.05	11389504
94	1000	0.1	0.1	0	-0.35	0.35	33198.8125	0.108527405732056	0	6624639
95	1000	0.1	0.1	1	-0.9325	0.9325	39464.75	0.019647355163728	0	14602098
96	1000	0.1	0.1	1	-0.00249999999999995	0.00249999999999995	39510.25	0.0140845070422535	0.2	9618169
97	1000	0.1	0.1	0	-0.0375	0.0375	34250.25	0.0627202255109232	0.1	7862104
98	1000	0.1	0.1	0	-0.4265	0.4265	39904.25	0.0045	0	8333562
99	1000	0.1	0.1	0	-0.392	0.392	32746.015625	0.0697861745752783	0.05	7731759
100	1000	0.1	0.1	0	-0.106	0.106	30875.109375	0.0966515628599954	0.1	8471521
